SNP,shoot_mass,growth_init,growth_cess,cold_injury,scaffold,contig,pos.on.contig,is.signif
scaffold219575.2_70178_76803__5751,0.932984,0.821832,0.935747,0.376406,scaffold219575.2,scaffold219575.2_70178_76803,5751,0
scaffold239505.2_76810_84259__1582,0.934696,0.833153,0.79388,0.738098,scaffold239505.2,scaffold239505.2_76810_84259,1582,0
scaffold24305_21215_22646__466,0.592778,0.929497,0.687771,0.787141,scaffold24305,scaffold24305_21215_22646,466,0
scaffold248934_218222_219569__811,0.949934,0.734392,0.949271,0.903003,scaffold248934,scaffold248934_218222_219569,811,0
scaffold265053.3_20149_23245__2136,0.799248,0.913619,0.920649,0.778034,scaffold265053.3,scaffold265053.3_20149_23245,2136,0
scaffold270692.2_5797_7335__321,0.832883,0.951945,0.701587,0.782247,scaffold270692.2,scaffold270692.2_5797_7335,321,0
scaffold28773_8243_12111__515,0.534659,0.314708,0.14051,0.664124,scaffold28773,scaffold28773_8243_12111,515,0
scaffold300613_50902_56212__2797,0.646798,0.873182,0.523839,0.920708,scaffold300613,scaffold300613_50902_56212,2797,0
scaffold31068.2_166945_168369__1222,0.614569,0.626155,0.818266,0.873198,scaffold31068.2,scaffold31068.2_166945_168369,1222,0
scaffold325311.2_20568_24290__1955,0.540477,0.970826,0.892832,0.809349,scaffold325311.2,scaffold325311.2_20568_24290,1955,0
scaffold329660.1_80592_83189__1975,0.801133,0.593699,0.560122,0.737201,scaffold329660.1,scaffold329660.1_80592_83189,1975,0
scaffold352035.2_81306_87915__4415,0.533111,0.463573,0.987892,0.664362,scaffold352035.2,scaffold352035.2_81306_87915,4415,0
scaffold357360.2_93652_96282__1764,0.856015,0.945073,0.834398,0.868369,scaffold357360.2,scaffold357360.2_93652_96282,1764,0
scaffold368321_130174_131816__475,0.995669,0.770332,0.956868,0.888092,scaffold368321,scaffold368321_130174_131816,475,0
scaffold37559.1_6002_10770__2145,0.990072,0.844597,0.836655,0.899243,scaffold37559.1,scaffold37559.1_6002_10770,2145,0
scaffold40421_26083_28099__1385,0.750814,0.751686,0.763543,0.85062,scaffold40421,scaffold40421_26083_28099,1385,0
scaffold41876_93845_101111__1150,0.664032,0.670376,0.519139,0.608909,scaffold41876,scaffold41876_93845_101111,1150,0
scaffold420928_122776_129074__2619,0.681755,0.912539,0.652149,0.955365,scaffold420928,scaffold420928_122776_129074,2619,0
scaffold426088_43053_47517__2347,0.963416,0.955638,0.856876,0.834281,scaffold426088,scaffold426088_43053_47517,2347,0
scaffold429355.2_72173_87249__9471,0.532793,0.878829,0.718872,0.816867,scaffold429355.2,scaffold429355.2_72173_87249,9471,0
scaffold444489_39613_44369__4059,0.848406,0.945289,0.837527,0.375981,scaffold444489,scaffold444489_39613_44369,4059,0
scaffold450279.3_4878_7499__2327,0.867486,0.93302,0.944284,0.804291,scaffold450279.3,scaffold450279.3_4878_7499,2327,0
scaffold4895_17359_22755__3908,0.577273,0.518586,0.954277,0.951961,scaffold4895,scaffold4895_17359_22755,3908,0
scaffold504651_53045_54577__276,0.750971,0.78113,0.953817,0.664381,scaffold504651,scaffold504651_53045_54577,276,0
scaffold506923.1_17371_21046__1304,0.679287,0.789985,0.579486,0.503975,scaffold506923.1,scaffold506923.1_17371_21046,1304,0
scaffold510045_51862_61669__6531,0.973806,0.834479,0.985521,0.795594,scaffold510045,scaffold510045_51862_61669,6531,0
scaffold513645_33979_38887__4220,0.343529,0.389081,0.36271,0.417787,scaffold513645,scaffold513645_33979_38887,4220,0
scaffold516948.1_13886_20990__5317,0.872287,0.877139,0.791312,0.889612,scaffold516948.1,scaffold516948.1_13886_20990,5317,0
scaffold539370_9173_15759__815,0.208157,0.997787,0.723841,0.791406,scaffold539370,scaffold539370_9173_15759,815,0
scaffold540697_701_2797__444,0.711998,0.840378,0.9893,0.727223,scaffold540697,scaffold540697_701_2797,444,0
scaffold543438_392043_397271__2177,0.791158,0.723104,0.741504,0.634254,scaffold543438,scaffold543438_392043_397271,2177,0
scaffold59003.3_21608_23420__1091,0.813269,0.728395,0.72883,0.981649,scaffold59003.3,scaffold59003.3_21608_23420,1091,0
scaffold603052.2_72002_80372__4431,0.835188,0.423865,0.268257,0.232335,scaffold603052.2,scaffold603052.2_72002_80372,4431,0
scaffold624437_3456_5127__1018,0.796873,0.474845,0.793851,0.790986,scaffold624437,scaffold624437_3456_5127,1018,0
scaffold626128.1_114057_115100__890,0.493968,0.0855438,0.115348,0.196456,scaffold626128.1,scaffold626128.1_114057_115100,890,0
scaffold657891_90086_98181__1657,0.866897,0.956776,0.921838,0.797049,scaffold657891,scaffold657891_90086_98181,1657,0
scaffold661534_128688_130964__663,0.948971,0.784501,0.947615,0.704621,scaffold661534,scaffold661534_128688_130964,663,0
scaffold679265_111448_114474__1340,0.186463,0.21713,0.0330905,0.26501,scaffold679265,scaffold679265_111448_114474,1340,0
scaffold683485_65666_69947__2122,0.736512,0.640048,0.768966,0.314569,scaffold683485,scaffold683485_65666_69947,2122,0
scaffold684412_124503_129079__1997,0.748578,0.965245,0.913762,0.94184,scaffold684412,scaffold684412_124503_129079,1997,0
scaffold728429_29321_37544__6653,0.791601,0.776199,0.952717,0.990398,scaffold728429,scaffold728429_29321_37544,6653,0
scaffold76165.3_16475_18466__1273,0.980367,0.83873,0.863857,0.926322,scaffold76165.3,scaffold76165.3_16475_18466,1273,0
scaffold769162_43350_51242__3236,0.0874971,0.331243,0.154713,0.67642,scaffold769162,scaffold769162_43350_51242,3236,0
scaffold776502.1_308_7901__6590,0.906493,0.772545,0.344773,0.585981,scaffold776502.1,scaffold776502.1_308_7901,6590,0
scaffold801165_7462_11456__3698,0.90196,0.827139,0.958178,0.803078,scaffold801165,scaffold801165_7462_11456,3698,0
scaffold819802_72357_73131__642,0.802683,0.925059,0.83645,0.82212,scaffold819802,scaffold819802_72357_73131,642,0
scaffold821276_3551_5090__292,0.81227,0.757077,0.935579,0.963061,scaffold821276,scaffold821276_3551_5090,292,0
scaffold822635_25560_34082__1978,0.997513,0.961787,0.993379,0.982376,scaffold822635,scaffold822635_25560_34082,1978,0
scaffold840744_39959_47607__4891,0.842647,0.812279,0.705305,0.536276,scaffold840744,scaffold840744_39959_47607,4891,0
scaffold840963_40654_50388__1064,0.282999,0.153177,0.613361,0.69301,scaffold840963,scaffold840963_40654_50388,1064,0
scaffold844096_15223_18354__356,0.314472,0.991171,0.174897,0.986591,scaffold844096,scaffold844096_15223_18354,356,0
scaffold847635_69143_76079__5166,0.912189,0.721382,0.98119,0.973101,scaffold847635,scaffold847635_69143_76079,5166,0
scaffold848390_59234_61621__1993,0.636471,0.885842,0.570126,0.980433,scaffold848390,scaffold848390_59234_61621,1993,0
scaffold87136_131598_141454__6884,0.850963,0.89801,0.844526,0.723138,scaffold87136,scaffold87136_131598_141454,6884,0
scaffold877752_132468_137524__4247,0.77607,0.737695,0.897561,0.911403,scaffold877752,scaffold877752_132468_137524,4247,0
scaffold883290_39005_40740__102,0.0907492,0.37072,0.16948,0.486965,scaffold883290,scaffold883290_39005_40740,102,0
scaffold884431_758_4766__1573,0.956483,0.879602,0.893836,0.935021,scaffold884431,scaffold884431_758_4766,1573,0
scaffold889008_138_4327__3407,0.98186,0.623433,0.440555,0.665667,scaffold889008,scaffold889008_138_4327,3407,0
scaffold890697.1_2940_5769__1793,0.954253,0.704528,0.937111,0.908049,scaffold890697.1,scaffold890697.1_2940_5769,1793,0
scaffold891428_35909_40239__3289,0.942792,0.787094,0.970467,0.841996,scaffold891428,scaffold891428_35909_40239,3289,0
scaffold894677_21215_23390__997,0.721493,0.787689,0.649427,0.999134,scaffold894677,scaffold894677_21215_23390,997,0
scaffold895410_32461_41598__6216,0.968727,0.987433,0.953423,0.824791,scaffold895410,scaffold895410_32461_41598,6216,0
scaffold895997_182309_190148__3771,0.812252,0.659457,0.914542,0.768344,scaffold895997,scaffold895997_182309_190148,3771,0
scaffold897147_57448_61028__1430,0.913196,0.723433,0.856214,0.890691,scaffold897147,scaffold897147_57448_61028,1430,0
scaffold898518_57689_66774__2290,0.848129,0.856251,0.693461,0.920144,scaffold898518,scaffold898518_57689_66774,2290,0
scaffold898532.2_10347_13785__1569,0.763092,0.49241,0.625022,0.628042,scaffold898532.2,scaffold898532.2_10347_13785,1569,0
scaffold901424_24627_25800__907,0.794174,0.70666,0.723985,0.946782,scaffold901424,scaffold901424_24627_25800,907,0
scaffold901628_35803_38735__1207,0.916183,0.52587,0.861346,0.559238,scaffold901628,scaffold901628_35803_38735,1207,0
scaffold902327_2002_5214__2090,0.42538,0.995638,0.717684,0.463193,scaffold902327,scaffold902327_2002_5214,2090,0
scaffold904526_53108_56695__2450,0.977872,0.912698,0.80499,0.934323,scaffold904526,scaffold904526_53108_56695,2450,0
tscaffold1025_180888_188384__3350,0.813253,0.383696,0.854421,0.93723,tscaffold1025,tscaffold1025_180888_188384,3350,0
tscaffold1117_2605405_2609414__1949,0.517016,0.877459,0.28897,0.295604,tscaffold1117,tscaffold1117_2605405_2609414,1949,0
tscaffold1164_161971_168506__3282,0.881761,0.909798,0.800696,0.979359,tscaffold1164,tscaffold1164_161971_168506,3282,0
tscaffold1369_118080_122906__2709,0.907189,0.898756,0.895925,0.718388,tscaffold1369,tscaffold1369_118080_122906,2709,0
tscaffold1447_289316_294044__3851,0.945781,0.806417,0.963257,0.972032,tscaffold1447,tscaffold1447_289316_294044,3851,0
tscaffold1448_74139_82356__2322,0.072459,0.525491,0.25614,0.292243,tscaffold1448,tscaffold1448_74139_82356,2322,0
tscaffold1574_512926_515769__2174,0.981485,0.805621,0.956163,0.824005,tscaffold1574,tscaffold1574_512926_515769,2174,0
tscaffold1703_45383_47756__1003,0.733609,0.958777,0.91508,0.911541,tscaffold1703,tscaffold1703_45383_47756,1003,0
tscaffold1719_238341_244692__5953,0.958344,0.829534,0.984634,0.467523,tscaffold1719,tscaffold1719_238341_244692,5953,0
tscaffold1905_100168_105023__1970,0.0912507,0.556054,0.0905263,0.78082,tscaffold1905,tscaffold1905_100168_105023,1970,0
tscaffold1954_57072_63459__1350,0.983561,0.863772,0.86619,0.823956,tscaffold1954,tscaffold1954_57072_63459,1350,0
tscaffold1962_232203_233472__1233,0.0018486,0.0394715,0.000219246,3.96E-10,tscaffold1962,tscaffold1962_232203_233472,1233,1
tscaffold1991_59863_67588__3289,0.910152,0.762801,0.770923,0.69883,tscaffold1991,tscaffold1991_59863_67588,3289,0
tscaffold2075_1434364_1445853__5260,0.756224,0.745032,0.815519,0.379081,tscaffold2075,tscaffold2075_1434364_1445853,5260,0
tscaffold2121_196289_199245__2142,0.887949,0.641978,0.980363,0.877051,tscaffold2121,tscaffold2121_196289_199245,2142,0
tscaffold2178_2038995_2041057__1362,0.804464,0.782493,0.957707,0.897502,tscaffold2178,tscaffold2178_2038995_2041057,1362,0
tscaffold2256_71065_74203__1059,0.435896,0.864677,0.431347,0.807768,tscaffold2256,tscaffold2256_71065_74203,1059,0
tscaffold2464_369711_383343__5691,0.886743,0.880763,0.779547,0.959222,tscaffold2464,tscaffold2464_369711_383343,5691,0
tscaffold2536_13709_19236__2199,0.981722,0.946672,0.599509,0.634647,tscaffold2536,tscaffold2536_13709_19236,2199,0
tscaffold2654_221683_234823__7620,0.765489,0.411337,0.890712,0.987067,tscaffold2654,tscaffold2654_221683_234823,7620,0
tscaffold2658_192173_194433__1327,0.737464,0.0888699,0.698215,0.618029,tscaffold2658,tscaffold2658_192173_194433,1327,0
tscaffold2670_552417_570968__13518,0.920424,0.740906,0.48069,0.277744,tscaffold2670,tscaffold2670_552417_570968,13518,0
tscaffold274_299077_300389__334,0.520884,0.953986,0.588558,0.756707,tscaffold274,tscaffold274_299077_300389,334,0
tscaffold281_344190_355167__7010,0.902047,0.804602,0.649661,0.590117,tscaffold281,tscaffold281_344190_355167,7010,0
tscaffold2825_62415_66678__746,0.846422,0.511019,0.711021,0.914487,tscaffold2825,tscaffold2825_62415_66678,746,0
tscaffold2852_406643_408388__721,0.690223,0.791519,0.144983,0.00175902,tscaffold2852,tscaffold2852_406643_408388,721,1
tscaffold3169_841305_841942__44,0.67878,0.556386,0.445666,0.814438,tscaffold3169,tscaffold3169_841305_841942,44,0
tscaffold336_622556_624573__463,0.839506,0.597709,0.849839,0.467175,tscaffold336,tscaffold336_622556_624573,463,0
tscaffold3534_867596_873101__1246,0.820955,0.952773,0.961434,0.895202,tscaffold3534,tscaffold3534_867596_873101,1246,0
tscaffold3652_810526_811351__330,0.891374,0.77416,0.770999,0.822652,tscaffold3652,tscaffold3652_810526_811351,330,0
tscaffold3717_129616_136089__1022,0.573735,0.874409,0.459616,0.744448,tscaffold3717,tscaffold3717_129616_136089,1022,0
tscaffold3719_277067_280666__2371,0.824868,0.833494,0.663239,0.985549,tscaffold3719,tscaffold3719_277067_280666,2371,0
tscaffold3756_48490_51357__228,0.731438,0.520498,0.237082,0.407171,tscaffold3756,tscaffold3756_48490_51357,228,0
tscaffold3895_47916_52556__805,0.882388,0.885181,0.880005,0.581773,tscaffold3895,tscaffold3895_47916_52556,805,0
tscaffold3896_218554_222107__635,0.958191,0.622362,0.993202,0.908309,tscaffold3896,tscaffold3896_218554_222107,635,0
tscaffold4002_8708_12398__2532,0.84962,0.989812,0.858192,0.909422,tscaffold4002,tscaffold4002_8708_12398,2532,0
tscaffold4014_208731_211107__1705,0.863497,0.794288,0.72867,0.684758,tscaffold4014,tscaffold4014_208731_211107,1705,0
tscaffold407_36582_39320__642,0.398197,0.415303,0.347296,0.854641,tscaffold407,tscaffold407_36582_39320,642,0
tscaffold4167_31548_42307__9518,0.89655,0.74677,0.796041,0.622772,tscaffold4167,tscaffold4167_31548_42307,9518,0
tscaffold4274_388780_390210__319,0.746963,0.743263,0.696809,0.867134,tscaffold4274,tscaffold4274_388780_390210,319,0
tscaffold4597_21806_28156__751,0.789436,0.772677,0.770256,0.756803,tscaffold4597,tscaffold4597_21806_28156,751,0
tscaffold472_177494_179896__816,0.868064,0.848991,0.949281,0.719815,tscaffold472,tscaffold472_177494_179896,816,0
tscaffold4769_111855_117839__3807,0.516193,0.722344,0.486677,0.111328,tscaffold4769,tscaffold4769_111855_117839,3807,0
tscaffold5111_235824_242474__5072,0.733255,0.863944,0.620806,0.731366,tscaffold5111,tscaffold5111_235824_242474,5072,0
tscaffold5187_241086_250519__7462,0.679265,0.963548,0.718664,0.640517,tscaffold5187,tscaffold5187_241086_250519,7462,0
tscaffold5238_516616_517051__109,0.96666,0.707566,0.926849,0.98904,tscaffold5238,tscaffold5238_516616_517051,109,0
tscaffold5348_95351_101796__5138,0.887272,0.869024,0.68198,0.658011,tscaffold5348,tscaffold5348_95351_101796,5138,0
tscaffold5948_166629_171882__3125,0.72966,0.930397,0.760544,0.851701,tscaffold5948,tscaffold5948_166629_171882,3125,0
tscaffold602_6118_8786__1674,0.412824,0.987679,0.669091,0.0589096,tscaffold602,tscaffold602_6118_8786,1674,0
tscaffold6126_330211_332558__377,0.422109,0.787766,0.545318,0.871048,tscaffold6126,tscaffold6126_330211_332558,377,0
tscaffold6222_949937_952298__1579,0.70945,0.890367,0.59165,0.988941,tscaffold6222,tscaffold6222_949937_952298,1579,0
tscaffold6464_129376_135657__5107,0.88218,0.740464,0.998575,0.897825,tscaffold6464,tscaffold6464_129376_135657,5107,0
tscaffold6472_481880_491384__3848,0.78878,0.625368,0.457074,0.845429,tscaffold6472,tscaffold6472_481880_491384,3848,0
tscaffold6658_127017_128286__417,0.842451,0.79321,0.993033,0.7633,tscaffold6658,tscaffold6658_127017_128286,417,0
tscaffold6699_183163_185471__415,0.797926,0.0921672,0.16799,0.80574,tscaffold6699,tscaffold6699_183163_185471,415,0
tscaffold6722_356853_359632__1001,0.499207,0.627324,0.948346,0.845627,tscaffold6722,tscaffold6722_356853_359632,1001,0
tscaffold6790_120753_126199__1244,0.969203,0.959089,0.899912,0.77544,tscaffold6790,tscaffold6790_120753_126199,1244,0
tscaffold6884_359488_363250__1172,0.59396,0.708486,0.67756,0.696308,tscaffold6884,tscaffold6884_359488_363250,1172,0
tscaffold7058_530356_531896__360,0.99666,0.754648,0.964392,0.918644,tscaffold7058,tscaffold7058_530356_531896,360,0
tscaffold7136_86884_89221__900,0.854066,0.863419,0.884511,0.845206,tscaffold7136,tscaffold7136_86884_89221,900,0
tscaffold7194_131067_137815__5500,0.750904,0.0591988,0.0118835,0.0120197,tscaffold7194,tscaffold7194_131067_137815,5500,1
tscaffold7526_1076806_1093757__14730,0.65422,0.621256,0.592434,0.749591,tscaffold7526,tscaffold7526_1076806_1093757,14730,0
tscaffold7602_575375_579398__2374,0.0899614,0.676971,0.838231,0.88945,tscaffold7602,tscaffold7602_575375_579398,2374,0
tscaffold7856_409030_413585__986,0.715098,0.920615,0.743409,0.771071,tscaffold7856,tscaffold7856_409030_413585,986,0
tscaffold7904_165025_168569__2807,0.994997,0.978105,0.763019,0.818703,tscaffold7904,tscaffold7904_165025_168569,2807,0
tscaffold7910_129444_136968__6267,0.850834,0.850425,0.791721,0.826692,tscaffold7910,tscaffold7910_129444_136968,6267,0
tscaffold8380_129864_137209__2693,0.945936,0.76467,0.99551,0.749637,tscaffold8380,tscaffold8380_129864_137209,2693,0
tscaffold8542_161438_164001__2013,0.901507,0.935921,0.76707,0.97757,tscaffold8542,tscaffold8542_161438_164001,2013,0
tscaffold8550_138692_147272__4628,0.816799,0.905704,0.975441,0.892803,tscaffold8550,tscaffold8550_138692_147272,4628,0
tscaffold870_391564_395775__1041,0.391825,0.873493,0.195535,0.000357645,tscaffold870,tscaffold870_391564_395775,1041,1
tscaffold8864_3642212_3644755__1443,0.505043,0.88079,0.836043,0.247747,tscaffold8864,tscaffold8864_3642212_3644755,1443,0
tscaffold9104_219758_228511__895,0.802185,0.909153,0.859489,0.934067,tscaffold9104,tscaffold9104_219758_228511,895,0
C32140512_13661_20932__5894,0.088313,0.547705,0.0472798,0.126643,C32140512,C32140512_13661_20932,5894,0
tscaffold4912_265027_284320__448,0.80418,0.893657,0.793564,0.873142,tscaffold4912,tscaffold4912_265027_284320,448,0
scaffold235780_166655_167349__363,0.885041,0.964985,0.947213,0.931356,scaffold235780,scaffold235780_166655_167349,363,0
scaffold30418_37626_45404__2478,0.824528,0.479348,0.73343,0.638892,scaffold30418,scaffold30418_37626_45404,2478,0
tscaffold1597_543473_546097__2075,0.925897,0.945596,0.896163,0.820323,tscaffold1597,tscaffold1597_543473_546097,2075,0
tscaffold2075_1448238_1451378__730,0.791197,0.613768,0.974108,0.656197,tscaffold2075,tscaffold2075_1448238_1451378,730,0
tscaffold2840_105686_106513__795,0.724313,0.796731,0.711247,0.889584,tscaffold2840,tscaffold2840_105686_106513,795,0
tscaffold3534_1026424_1033573__5220,0.804896,0.928965,0.901027,0.902084,tscaffold3534,tscaffold3534_1026424_1033573,5220,0
tscaffold3691_166831_173992__4332,0.812321,0.589173,0.828822,0.576943,tscaffold3691,tscaffold3691_166831_173992,4332,0
tscaffold4061_9858_11873__1204,0.689575,0.926736,0.917568,0.751228,tscaffold4061,tscaffold4061_9858_11873,1204,0
tscaffold6742_800052_804280__3606,0.830633,0.0780736,0.497801,0.230212,tscaffold6742,tscaffold6742_800052_804280,3606,0
scaffold344864_62096_69364__5450,0.948082,0.888324,0.926554,0.880128,scaffold344864,scaffold344864_62096_69364,5450,0
scaffold894246_15099_21751__6045,0.963647,0.886564,0.919479,0.753931,scaffold894246,scaffold894246_15099_21751,6045,0
C31683450_3231_8552__3271,0.995419,0.967565,0.83308,0.910857,C31683450,C31683450_3231_8552,3271,0
C31917012_107_4667__2038,0.71819,0.750965,0.827432,0.594554,C31917012,C31917012_107_4667,2038,0
C32105074_6284_8016__660,0.979247,0.982355,0.988266,0.922166,C32105074,C32105074_6284_8016,660,0
